Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Rohouma, W; Metry, M; Balog, RS; Peerzada, AA; Begovic, MM",,,,"Rohouma, Wesam; Metry, Morcos; Balog, Robert S.; Peerzada, Aaqib Ahmad; Begovic, Miroslav M.",,,Adaptive Model Predictive Controller to Reduce Switching Losses for a Capacitor-Less D-STATCOM,IEEE OPEN JOURNAL OF POWER ELECTRONICS,,,English,Article,,,,,,D-STATCOM; harmonics compensation; model predictive control; matrix converter; power quality; reactive power compensation,POWER CONVERTERS; IMPLEMENTATION; NETWORK; QUALITY; DESIGN; FILTER,"In the post-industrial digital-economy, motors powering manufacturing have been replaced by computers powering ecommerce - with significant financial losses attributable to poor power quality (PQ). At the same time, increasing penetration of distributed generation and constant power loads complicate the job for the electric utilities to deliver high-quality electrical power. Traditionally, voltage source converters provide PQ compensation; the backbone of these converters, however, are large electrolytic capacitors (e-caps), which have well-known failure rates. A D-STATCOM that does not use e-caps was shown to increase the converter service life and increase the reliability of the power system; finite control set model predictive control (MPC) was shown to achieve high fidelity tracking for multi-objective cost functions. However, high fidelity (to achieve low total harmonic distortion) results in high switching frequency, which increases losses and device stresses, and reduces the overall converter reliability. This paper improves the capacitorless D-STATCOM by investigating an adaptive MPC that trades-off high-fidelity performance and switching frequency, subject to IEEE 519 TM standards, to achieve good-enough performance. The method is verified experimentally in a 7.5 kVA D-STATCOM hardware prototype. The results show a reduction in switching frequency by over 30% compared with the MPC methods that prioritize high-fidelity alone.","[Rohouma, Wesam; Metry, Morcos; Balog, Robert S.] Texas A&M Univ Qatar, Renewable Energy & Adv Power Elect Res Lab, Dept Elect & Comp Engn, Doha, Qatar; [Peerzada, Aaqib Ahmad; Begovic, Miroslav M.] Texas A&M Univ, Dept Elect & Comp Engn, College Stn, TX 77843 USA",Qatar Foundation (QF); Texas A&M University Qatar; Texas A&M University System; Texas A&M University College Station,"Rohouma, W (corresponding author), Texas A&M Univ Qatar, Renewable Energy & Adv Power Elect Res Lab, Dept Elect & Comp Engn, Doha, Qatar.",wesam.rohouma@ieee.org,"Rohouma, Wesam/ABB-8836-2020","Rohouma, Wesam/0000-0003-1320-8823; Balog, Robert/0000-0002-0090-4259; Peerzada, Aaqib/0000-0003-1082-636X",NPRP from the Qatar National Research Fund (a member of Qatar Foundation) [9-204-2-103],NPRP from the Qatar National Research Fund (a member of Qatar Foundation),This work was supported by NPRP under Grant #9-204-2-103 from the Qatar National Research Fund (a member of Qatar Foundation). The statements made herein are solely the responsibility of the authors.,,51,11,12,0,1,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,PISCATAWAY,"445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA",,2644-1314,,IEEE OPEN J POWER EL,IEEE Open J. Power Electron.,,2020,1,,,,,,300,311,,10.1109/OJPEL.2020.3015352,http://dx.doi.org/10.1109/OJPEL.2020.3015352,,,12,"Engineering, Electrical & Electronic",Emerging Sources Citation Index (ESCI),Engineering,TD8HM,,gold,,,2024-04-26,WOS:000669560800028,View Full Record in Web of Science
J,"Hughes-Cromwick, E; Coronado, J",,,,"Hughes-Cromwick, Ellen; Coronado, Julia",,,The Value of US Government Data to US Business Decisions,JOURNAL OF ECONOMIC PERSPECTIVES,,,English,Article,,,,,,,,"The US government is a major producer of economic and financial data, statistics, analysis, and forecasts that are gathered, compiled, and published as public goods for use by citizens, government agencies, researchers, nonprofits, and the business community. There is no market transaction in the publication and dissemination of these government data and therefore no market-determined value. The purpose of this paper is to outline and augment our understanding of the value of government data for business decision-making. We provide an overview of the topic, including results from government reports and a private sector survey. We then provide concrete examples of how these government data are used to make business decisions focusing on three sectors: automotive, energy, and financial services. Examples of new initiatives by the federal government to open access to more data, exploiting technology advances associated with the internet, cloud storage, and software applications, are discussed. With the significant growth in the digital economy, we also include discussion and insights around how digital platform companies utilize government data in conjunction with their privately generated data (or big data) to foster more informed business decisions.","[Hughes-Cromwick, Ellen] Univ Michigan, Energy Inst, Ann Arbor, MI 48109 USA; [Hughes-Cromwick, Ellen; Coronado, Julia] MacroPolicy Perspect LLC, New York, NY USA",University of Michigan System; University of Michigan,"Hughes-Cromwick, E (corresponding author), Univ Michigan, Energy Inst, Ann Arbor, MI 48109 USA.;Hughes-Cromwick, E (corresponding author), MacroPolicy Perspect LLC, New York, NY USA.",ehughesc@umich.edu,,,,,,,21,11,19,26,211,AMER ECONOMIC ASSOC,NASHVILLE,"2014 BROADWAY, STE 305, NASHVILLE, TN 37203 USA",0895-3309,1944-7965,,J ECON PERSPECT,J. Econ. Perspect.,WIN,2019,33,1,,,,,131,146,,10.1257/jep.33.1.131,http://dx.doi.org/10.1257/jep.33.1.131,,,16,Economics,Social Science Citation Index (SSCI),Business & Economics,HW6ZL,,"gold, Green Submitted",,,2024-04-26,WOS:000466839300007,View Full Record in Web of Science
J,"Dobrosotskiy, VI; Semenova, GN; Kazarinova, EB; Falina, NV",,,,"Dobrosotskiy, Viktor I.; Semenova, Galina N.; Kazarinova, Elena B.; Falina, Natalya V.",,,Venture investments into digital education in the conditions of industry 4.0: problems of attraction and directions of usage,ON THE HORIZON,,,English,Article,,,,,,Industry 4; 0; Modern Russia; Digital modernization; Digital business; Digital education; Venture investments; D92; E22; I21; I22; I23; O25; I26; I28; O31; O32; O33; O38,,"Purpose The purpose of the paper is to develop a perspective mechanism of the investment and innovative activities of university in the conditions of industry 4.0, which allows supporting its high investment attractiveness and high effectiveness of usage of venture investments in digital education. Design/methodology/approach The research is performed by the example of modern Russia with application of the methods of trend analysis and regression analysis in two consecutive stages. The authors determine regression dependence of the efficiency of digital modernization of universities (on the basis of the indicator of fixed assets implementation) on the volume of investments into fixed assets. Dependence of the indicator of digital competitiveness of education (training and education), calculated within the part knowledge of the IMD rating world digital competitiveness ranking, on commissioning of fixed assets by universities is determined. For the purpose of representativeness of the selection of statistical data, which initial period is 2012, not only factual data for 2012-2018 are used but also forecast data for 2019-2024 (as the national program digital economy of the Russian Federation is due until 2024). Findings Low effectiveness of usage of venture investments in digital education in Russia is substantiated. As investments are provided in the form of target state financing, universities cannot independently determine the directions of their usage and have to use them for purchasing digital equipment and technologies. Other necessary measures for digital modernization of education, namely, training of digital personnel for university, access to digital infrastructure, development of new educational programs, conduct of research and development and marketing, are not implemented. Originality/value It is determined that attraction of private venture investments faces the problem of their large volume and high risk. Both problems could be solved by the developed mechanism of investment and innovative activities of a university in the conditions of industry 4.0. It shifts the initiative from university to digital business, which independently initiates the process of venture investing.","[Dobrosotskiy, Viktor I.] Moscow State Inst Int Relat, Minist Foreign Affairs Russia, Moscow, Russia; [Semenova, Galina N.; Kazarinova, Elena B.] Plekhanov Russian Univ Econ, Moscow, Russia; [Falina, Natalya V.] Kuban State Agr Univ, Krasnodar, Russia",MGIMO University; Plekhanov Russian University of Economics; Kuban State Agrarian University,"Dobrosotskiy, VI (corresponding author), Moscow State Inst Int Relat, Minist Foreign Affairs Russia, Moscow, Russia.",dobrosotskiy@mgimo.ru,,,,,,,13,11,11,1,21,EMERALD GROUP PUBLISHING LTD,BINGLEY,"HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND",1074-8121,2054-1708,,HORIZON,Horizon,OCT 11,2019,27,3-4,,,SI,,213,218,,10.1108/OTH-07-2019-0035,http://dx.doi.org/10.1108/OTH-07-2019-0035,,,6,Education & Educational Research,Emerging Sources Citation Index (ESCI),Education & Educational Research,JF2DQ,,,,,2024-04-26,WOS:000491196500013,View Full Record in Web of Science
J,"Pei, EJ; Ressin, M; Campbell, RI; Eynard, B; Xiao, JH",,,,"Pei, Eujin; Ressin, Malte; Campbell, R. I.; Eynard, Benoit; Xiao, Jinhua",,,Investigating the impact of additive manufacturing data exchange standards for re-distributed manufacturing,PROGRESS IN ADDITIVE MANUFACTURING,,,English,Article,,,,,,Additive manufacturing; Standards; Data transfer; File formats; 3D printing,,"The paradigm shift towards a decentralised approach of cloud manufacturing requires tighter standardisation and efficient interfaces between additive manufacturing (AM) data and production. In parallel with technology advancements, it is important to consider the digital chain of information. Although a plethora of AM formats exist, only some are commonly used for data transfer. None of these AM data transfer standards specifically addresses the needs of the re-distributed manufacturing (RDM) landscape. The purpose of this study is to identify the required features for AM data transfer standards to support a RDM landscape. The study examined the data flow from CAD to AM and reviewed established shortcomings of existing data exchange standards such as STL. After identifying the data exchange standards for AMF, 3MF, STEP and STEP-NC as promising replacements for STL, their premises, objectives, contributions and advantages were reviewed. The role of AM to support RDM by overcoming tooling costs and the associated need for economies of scale was also reviewed. Focus group interviews and surveys were conducted with AM and RDM experts from industry and academia and the participants' accounts were analysed for common themes and narratives. Finally, the suitability of existing data transfer formats was examined by compiling existing and expected standard features and having them rated by AM experts. The study showed that STEP-NC and AMF standards are ahead in implementing the most highly valued data transfer features. Open standards are also expected to further facilitate innovation in AM. The survey also identified that the top five features deemed most important by the participants for data exchange formats for RDM were regular internal structures/lattices, manufacturing tolerances, geometric representation, curvature representation, and surface structures. This study has contributed towards evaluating existing standards and their future development and adoption. It is hoped that the results will benefit policy makers and industry leaders to be aware of the importance of data exchange standards for AM so as to pave a clear roadmap for the Digital Economy in a RDM landscape.","[Pei, Eujin] Brunel Univ London, Uxbridge UB8 3PH, England; [Ressin, Malte] Univ West London, London W5, England; [Campbell, R. I.] Loughborough Univ, Loughborough LE11 3TU, Leics, England; [Eynard, Benoit; Xiao, Jinhua] Univ Technol Compiegne UTC, Compiegne, France",Brunel University; University of West London; Loughborough University,"Pei, EJ (corresponding author), Brunel Univ London, Uxbridge UB8 3PH, England.",eujin.pei@brunel.ac.uk; malte.ressin@uwl.ac.uk; R.I.Campbell@lboro.ac.uk; benoit.eynard@utc.fr; jinhua.xiao@utc.fr,"XIAO, Jinhua/AAB-8034-2021; Pei, Eujin/C-8341-2015","Xiao, Jinhua/0000-0002-2350-563X; Pei, Eujin/0000-0002-3628-8689",,,,,26,11,11,1,2,SPRINGERNATURE,LONDON,"CAMPUS, 4 CRINAN ST, LONDON, N1 9XW, ENGLAND",2363-9512,2363-9520,,PROG ADDIT MANUF,Prog. Addit. Manuf.,SEP 1,2019,4,3,,,,,331,344,,10.1007/s40964-019-00085-7,http://dx.doi.org/10.1007/s40964-019-00085-7,,,14,"Engineering, Manufacturing; Materials Science, Multidisciplinary",Emerging Sources Citation Index (ESCI),Engineering; Materials Science,H9KA6,,"hybrid, Green Accepted, Green Published",,,2024-04-26,WOS:000999053400012,View Full Record in Web of Science
J,"Gnangnon, SK",,,,"Gnangnon, Sena Kimm",,,Does Aid for Information and Communications Technology Help Reduce the Global Digital Divide?,POLICY AND INTERNET,,,English,Article,,,,,,Aid for Trade for ICT; AfT; global digital divide; development; internet penetration,CROSS-COUNTRY; INTERNET; MARKETS; TRADE,"The Aid for Trade (AfT) initiative was launched at the 2005 World Trade Organization Ministerial Conference with the aim of helping developing countries develop their trade capacity and better integrate into the global trade system. This article examines the impact of Aid for Information and Communications Technology (ICT) (a component of AfT) on the global digital divide of recipient countries, measured by the Internet penetration rate (i.e., the proportion of individuals using the Internet in a given country) and the Internet penetration distance (i.e., the difference between a country's Internet penetration rate and the world average). The analysis was conducted on a sample of 119 countries, spanning the period 2004-2015. We find empirical evidence that higher AfT inflows for ICT are conducive to both higher Internet penetration rate and higher Internet penetration distance for recipient countries. However, more advanced AfT recipient-countries experience a higher positive effect of AfT for ICT than do relatively less advanced countries. These findings suggest that scaling up of AfT for ICT for developing countries (but particularly the poorest countries) is necessary to help them build the Internet-related infrastructure necessary to benefit from the growing digital economy.","[Gnangnon, Sena Kimm] Org Mondiale Commerce Dev, Rue Lausanne 154, CH-1202 Geneva, Switzerland",,"Gnangnon, SK (corresponding author), Org Mondiale Commerce Dev, Rue Lausanne 154, CH-1202 Geneva, Switzerland.",kignangnon@gmail.com,,,,,,,33,11,11,8,48,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",1944-2866,,,POLICY INTERNET,Policy Internet,SEP,2019,11,3,,,,,344,369,,10.1002/poi3.220,http://dx.doi.org/10.1002/poi3.220,,AUG 2019,26,Communication; Political Science,Social Science Citation Index (SSCI),Communication; Government & Law,IU6UA,,,,,2024-04-26,WOS:000482814100001,View Full Record in Web of Science
J,"Tou, Y; Watanabe, C; Moriya, K; Neittaanmäki, P",,,,"Tou, Yuji; Watanabe, Chihiro; Moriya, Kuniko; Neittaanmaki, Pekka",,,Harnessing soft innovation resources leads to neo open innovation,TECHNOLOGY IN SOCIETY,,,English,Article,,,,,,Digital economy; Productivity decline; Dilemma; Soft innovation resources; Neo open innovation,UN-CAPTURED GDP; PRODUCTIVITY; DEPENDENCY; ECONOMY,"Advancement of the digital economy has transformed the concept of the growth crossover in nations and firms, both concerning input and output. Advanced economies have been confronting a dilemma between input increases and output decreases. Contrary to traditional expectations, excessive increase in input has resulted in a productivity decline in output. A solution to this dilemma can only be expected by harnessing the vigor of soft innovation resources that lead to neo open innovation in the digital economy. This paper attempts to demonstrate this hypothetical view. Based on an empirical analysis of the development trajectories of 140 countries and 500 global ICT firms, dynamism, resulting in bipolarization between a virtuous cycle and a vicious cycle between input increases and productivity enhancement, was discovered. Furthermore, an empirical analysis focusing on the development trajectories of two world ICT leaders, Finland and Singapore, identified a mechanism of neo open innovation that assimilates soft innovation resources into a national production system. This mechanism can substitute for research and development (R&D) and removes structural impediments to growth while providing relief from the increasing burden of R&D investment. The above findings provide insightful suggestions for drafting a roadmap towards neo open innovation in the digital economy.","[Tou, Yuji] Tokyo Inst Technol, Tokyo, Japan; [Watanabe, Chihiro; Moriya, Kuniko; Neittaanmaki, Pekka] Univ Jyvaskyla, Fac Informat Technol, Jyvaskyla, Finland; [Watanabe, Chihiro] Int Inst Appl Syst Anal, Laxenburg, Austria; [Moriya, Kuniko] Bank Japan, Res & Stat Dept, Tokyo, Japan",Tokyo Institute of Technology; University of Jyvaskyla; International Institute for Applied Systems Analysis (IIASA); Bank of Japan,"Watanabe, C (corresponding author), Univ Jyvaskyla, Fac Informat Technol, Jyvaskyla, Finland.",tou.yuji@gmail.com; watanabe.c.pqr@gmail.com; kuniko.moriya@boj.or.jp; pekka.neittaanmaki@jyu.fi,,,Strategic Research Council at the Academy of Finland [293446],Strategic Research Council at the Academy of Finland,"The research leading to these results is the part of a project: Platform Value Now: Value capturing in the fast emerging platform ecosystems, supported by the Strategic Research Council at the Academy of Finland [grant number 293446].",,59,11,11,5,50,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0160-791X,1879-3274,,TECHNOL SOC,Technol. Soc.,AUG,2019,58,,,,,,,,101114,10.1016/j.techsoc.2019.01.007,http://dx.doi.org/10.1016/j.techsoc.2019.01.007,,,22,"Social Issues; Social Sciences, Interdisciplinary",Social Science Citation Index (SSCI),Social Issues; Social Sciences - Other Topics,IX6EH,,Green Accepted,,,2024-04-26,WOS:000485775200021,View Full Record in Web of Science
C,"Andronova, IV; Belova, IN; Yakimovich, EA",,"Nazarov, A",,"Andronova, I., V; Belova, I. N.; Yakimovich, E. A.",,,Digital technology in the fishing sector: international and Russian experience,PROCEEDINGS OF THE 1ST INTERNATIONAL SCIENTIFIC CONFERENCE MODERN MANAGEMENT TRENDS AND THE DIGITAL ECONOMY: FROM REGIONAL DEVELOPMENT TO GLOBAL ECONOMIC GROWTH (MTDE 2019),AEBMR-Advances in Economics Business and Management Research,,English,Proceedings Paper,1st International Scientific Conference on Modern Management Trends and the Digital Economy - From Regional Development to Global Economic Growth (MTDE),"APR 14-15, 2019","Inst Int Relat, Yekaterinburg, RUSSIA",,Inst Int Relat,food; fish; fish products; global fish market; fish trade; digital economy; blockchain,,"Currently, the attention of the world community is directed not only to the global problems of the economy, but also to social and humanitarian issues, the main of which are the problems of: sustainable development, food security, combating hunger, preserving natural resources, etc. World fishing sector plays an important role in addressing these current global issues. Issues, related to the use of digital technologies in this field of activity, were reflected in this article. In particular, the examples, being the most relevant in terms of increasing the profitability and sustainability of the sector, examples of the application of digital technologies in international fishing and fish farming are considered. These issues directly affect the interests of Russia, connected with the development of the domestic fishing industry, with its qualitative improvement. Digital economy, on the one hand, becomes an important factor contributing to the solution of this problem, but on the other hand, the introduction of its technology is facing serious challenges, which is also reflected in the article.","[Andronova, I., V; Belova, I. N.; Yakimovich, E. A.] PFUR, Moscow, Russia",Peoples Friendship University of Russia,"Andronova, IV (corresponding author), PFUR, Moscow, Russia.",aiv1207@mail.ru; ibelova03@yandex.ru; isupoval@gmail.com,"Andronova, Inna/AFO-0805-2022",,,,,,7,11,11,1,6,ATLANTIS PRESS,PARIS,"29 AVENUE LAVMIERE, PARIS, 75019, FRANCE",2352-5428,,978-94-6252-721-8,AEBMR ADV ECON,,,2019,81,,,,,,277,280,,,,,,4,Development Studies; Economics; Management,Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Development Studies; Business & Economics,BN2EY,,,,,2024-04-26,WOS:000476663600053,View Full Record in Web of Science
J,"Ivanovic-Dukic, M; Stevanovic, T; Radenovic, T",,,,"Ivanovic-Dukic, Maja; Stevanovic, Tatjana; Radenovic, Tamara",,,Does digitalization affect the contribution of entrepreneurship to economic growth?,ZBORNIK RADOVA EKONOMSKOG FAKULTETA U RIJECI-PROCEEDINGS OF RIJEKA FACULTY OF ECONOMICS,,,English,Article,,,,,,digitization; innovative entrepreneurship; high growth entrepreneurship; economic growth,INNOVATION; TRANSITION; PLATFORMS; FUTURE; SMES,"The paper analyses the contribution of different types of innovative entrepreneurship: new products entrepreneurship (NP), new technology development entrepreneurship (NT), high growth expectation entrepreneurship (HG), and average growth expectation entrepreneurship (AG) to economic growth through the EU regions, which differ from each other on the degree of digitization. The regions were created by the application of cluster analysis. The clustering criterion was the level of digitization measured by the Digital Economy and Society Index. Hierarchical regression models were developed with purpose to investigate the effect of different types of innovative entrepreneurship on economic growth, on panel data for the period 2010-2017. The obtained results confirm differences in contribution of the certain types of entrepreneurship to economic growth in the EU regions, as well as, the influence of digitization on the relationship between entrepreneurship and economic growth. High growth expectation entrepreneurship and new technology development entrepreneurship have greatest contribution to economic growth in the regions characterized by a higher degree of digitization. On the other side, average growth expectation entrepreneurship and new products entrepreneurship have a dominant role in economic growth in the regions with lower levels of digitization.","[Ivanovic-Dukic, Maja; Stevanovic, Tatjana; Radenovic, Tamara] Univ Nis, Fac Econ, Trg Kralja Aleksandra Ujedinitelja 11, Nish 18000, Serbia",University of Nis,"Ivanovic-Dukic, M (corresponding author), Univ Nis, Fac Econ, Trg Kralja Aleksandra Ujedinitelja 11, Nish 18000, Serbia.",maja.ivanovic@eknfak.ni.ac.rs; tatjana.stevanovic@eknfak.ni.ac.rs; tamara.radjenovic@eknfak.ni.ac.rs,"Stevanovic, Tatjana/HII-6372-2022; Radjenovic, Tamara A/N-5520-2015","Radjenovic, Tamara A/0000-0003-1632-7772",,,,,58,11,12,3,63,"UNIV RIJEKA, FAC ECOMOMICS",RIJEKA,"IVANA FILIPOVICA 4, RIJEKA, 51000, CROATIA",1331-8004,1846-7520,,ZB RAD EKON FAK RIJE,Zb. Rad. Ekon. Fak. Rijeci,,2019,37,2,,,,,653,679,,10.18045/zbefri.2019.2.653,http://dx.doi.org/10.18045/zbefri.2019.2.653,,,27,Business; Economics,Emerging Sources Citation Index (ESCI),Business & Economics,JZ0WL,,"gold, Green Published",,,2024-04-26,WOS:000504826900011,View Full Record in Web of Science
C,"Makhovikov, AB; Katuntsov, EV; Kosarev, OV; Tsvetkov, PS",,"Litvinenko, V",,"Makhovikov, A. B.; Katuntsov, E. V.; Kosarev, O. V.; Tsvetkov, P. S.",,,Digital transformation in oil and gas extraction,INNOVATION-BASED DEVELOPMENT OF THE MINERAL RESOURCES SECTOR: CHALLENGES AND PROSPECTS,,,English,Proceedings Paper,11th Russian-German Raw Materials Conference,"NOV 07-08, 2018","Potsdam, GERMANY","St Petersburg Mining Univ,Tech Univ Bergakademie Freiberg",,Digitalization; mining industry; oil and gas field; smart field; smart well; internet of things; digital economy,BIG DATA; SMART; INTERNET; THINGS,"Digitalization is one of the key concepts of recent years due to its large-scale impact on the socio-economic conditions of society development. One of the main issues of digitalization is the transition to fully automated production systems that do not require human participation, which is difficult to implement in industries such as mining, which, even without use of innovative technologies, are extremely capital-intensive. Moreover, the automation of mining enterprises requires taking into account a significant number of production and geological factors. This article shows the author's vision of the digitalization process and its importance in the context of the transition to the digital economy. The continuity of digitalization from automated process control systems and automatic control systems, which formed the basis for it and began to develop in the middle of the last century, is showed. The analysis of digitalization trends at the oil industry mining enterprises is carried out and the effects of the implementation of such projects and barriers to this processes are shown. The conclusions about the relevance of the large-scale implementation of digital technologies in the Russian oil and gas industry are formulated.","[Makhovikov, A. B.; Katuntsov, E. V.; Kosarev, O. V.; Tsvetkov, P. S.] St Petersburg Min Univ, St Petersburg, Russia",Saint Petersburg Mining University,"Makhovikov, AB (corresponding author), St Petersburg Min Univ, St Petersburg, Russia.",,"Tcvetkov, Pavel/A-3106-2016; Kosarev, Oleg/A-5599-2019; Makhovikov, Aleksei/Y-6788-2018; Katuntsov, Evgenii/Q-4914-2016","Tcvetkov, Pavel/0000-0002-3049-7893; Kosarev, Oleg/0000-0003-3427-6593; Makhovikov, Aleksei/0000-0002-6306-2060; Katuntsov, Evgenii/0000-0001-8345-0979",Russian Science Foundation [14-38-00009]; Peter the Great St. Petersburg Polytechnic University; Russian Science Foundation [17-38-00002] Funding Source: Russian Science Foundation,Russian Science Foundation(Russian Science Foundation (RSF)); Peter the Great St. Petersburg Polytechnic University; Russian Science Foundation(Russian Science Foundation (RSF)),"The paper is based on research carried out with the financial support of the grant of the Russian Science Foundation (Project No. 14-38-00009, The program-targeted management of the Russian Arctic zone development). Peter the Great St. Petersburg Polytechnic University.",,28,11,11,0,4,CRC PRESS-BALKEMA,LEIDEN,"PO BOX 11320, LEIDEN, South Holland, NETHERLANDS",,,978-0-429-02238-8; 978-0-367-07726-6,,,,2019,,,,,,,531,538,,,,,,8,Mining & Mineral Processing,Conference Proceedings Citation Index - Science (CPCI-S),Mining & Mineral Processing,BO7NW,,,,,2024-04-26,WOS:000525346000057,View Full Record in Web of Science
J,"Chen, WH; Huang, GJ; Miller, J; Lee, KH; Mauro, D; Stephens, B; Li, XQ",,,,"Chen, Wenhong; Huang, Gejun; Miller, Joshua; Lee, Kye-Hyoung; Mauro, Daniel; Stephens, Bryan; Li, Xiaoqian",,,"As We Grow, It Will Become a Priority*: American Mobile Start-Ups' Privacy Practices",AMERICAN BEHAVIORAL SCIENTIST,,,English,Article,,,,,,privacy policy; privacy practice; mobile; entrepreneurship; producer's perspective,ONLINE; INFORMATION; MANAGEMENT; PARADOX; TRUST,"Privacy has become a crucial issue of the digital age, with significant social, political, and economic ramifications. A growing body of literature has dedicated to the patterns, causes, and consequences of individuals' privacy concerns, skills, and practices. Advancing a producer's perspective, this research draws on in-depth interviews with 45 tech entrepreneurs to examine privacy practices of mobile start-ups in the United States. Results reveal (a) factors that contribute to the problematic status of privacy issues and (b) whether and how entrepreneurs leverage privacy management as a competitive advantage. Results show that data are widely seen by entrepreneurs as a potentially profitable asset. Privacy practices are networked and thus pose challenges for privacy management as different parties may have different privacy practices. Fast-moving technologies often leave government regulations behind, making them look outdated or irrelevant to many entrepreneurs. For most start-ups not specialized in identity, privacy, or anonymity service, privacy is neither a core business strategy nor a top concern. Only a few mobile ventures have leveraged privacy management as a competitive advantage and designed their products from the ground up concerned about privacy. Most entrepreneurs adopt a building-the-plane-while-flying-it approach: as business grows, privacy policies and practices would evolve. Many entrepreneurs fail to recognize the significance of privacy policies and practices as they lack the awareness, bandwidth, and capacity. Growth and monetization pressures from investors are perceived as more urgent and important than privacy and security issues. Offering a richer account of the power structure that shapes mobile entrepreneurs' privacy practices and their challenges of managing privacy in a data-driven digital economy, our work advances the existing literature dominated by stories of the individual consumers.","[Chen, Wenhong] Univ Texas Austin, Media Studies & Sociol, Austin, TX 78712 USA; [Huang, Gejun; Mauro, Daniel] Univ Texas Austin, Radiotelevis Film Dept, 2504 Whitis Ave,Stop A0800, Austin, TX 78712 USA; [Lee, Kye-Hyoung] Univ Texas Austin, Off Enrollment Analyt, Austin, TX 78712 USA; [Stephens, Bryan] Univ Texas Austin, Dept Sociol, 2504 Whitis Ave,Stop A0800, Austin, TX 78712 USA; [Li, Xiaoqian] Univ Texas Austin, Moody Coll Commun, Dept Radiotelevis Film, Austin, TX 78712 USA; [Miller, Joshua] Apple Inc, Cupertino, CA USA",University of Texas System; University of Texas Austin; University of Texas System; University of Texas Austin; University of Texas System; University of Texas Austin; University of Texas System; University of Texas Austin; University of Texas System; University of Texas Austin; Apple Inc,"Chen, WH (corresponding author), Univ Texas Austin, Radiotelevis Film Dept, 2504 Whitis Ave,Stop A0800, Austin, TX 78712 USA.;Chen, WH (corresponding author), Univ Texas Austin, Dept Sociol, 2504 Whitis Ave,Stop A0800, Austin, TX 78712 USA.",wenchen2006@gmail.com,"Jia, Chuanchang/AAA-5513-2020; Stephens, Bryan/GXH-4076-2022; Stephens, Bryan/AAN-8596-2021","Stephens, Bryan/0000-0002-0966-7296","Foundation for Science and Technology, Portugal; IC2 Institute; Office of the Vice President for Research at The University of Texas Austin; Center for Identity; Center for East Asian Studies","Foundation for Science and Technology, Portugal(Fundacao para a Ciencia e a Tecnologia (FCT)); IC2 Institute; Office of the Vice President for Research at The University of Texas Austin; Center for Identity; Center for East Asian Studies","The authors disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: The research project has been financially supported by the Foundation for Science and Technology, Portugal, as well as the IC2 Institute, Center for Identity, Center for East Asian Studies, and the Office of the Vice President for Research at The University of Texas Austin.",,42,11,13,0,17,SAGE PUBLICATIONS INC,THOUSAND OAKS,"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA",0002-7642,1552-3381,,AM BEHAV SCI,Am. Behav. Sci.,SEP,2018,62,10,,,SI,,1338,1355,,10.1177/0002764218787867,http://dx.doi.org/10.1177/0002764218787867,,,18,"Psychology, Clinical; Social Sciences, Interdisciplinary",Social Science Citation Index (SSCI),Psychology; Social Sciences - Other Topics,HD8LF,,,,,2024-04-26,WOS:000452807000002,View Full Record in Web of Science
