DOI,Keywords
10.1016/j.tre.2010.09.013,green supply chain management;ecological modernization;china
10.1016/j.resconrec.2020.105073,circular economy;sustainable development;thematic mapping;multiple correspondence analysis;topic modeling;historiographic analysis
10.1016/j.resconrec.2019.104502,business process;circular economy;dynamic capability view theory;optimization;procurement 40
10.1039/d0gc02745f,
10.1016/j.jclepro.2019.119942,circular economy;circular business models;innovation ecosystems;service ecosystems;platform ecosystems
10.3389/fchem.2018.00146,furfural;catalysis;green chemistrysafety biorefinery;biomass;dehydration;mechanism
10.1016/j.jclepro.2020.122944,sme;organizational culture;digitalization;sustainability;systematic review;beliefactionoutcome
10.1016/j.respol.2019.103827,ecoinnovations;circular economy;firms;policy;market demand
10.1016/j.jmsy.2018.03.005,cloud manufacturing;circular economy;process manufacturing;resilient manufacturing;waste valorization
10.1016/j.jclepro.2017.11.082,cleaner production;corporate social responsibility;renewable energy;sustainable tourism;smart city
10.1007/s11157-016-9405-y,food waste;anaerobic digestion;methane;hydrogen;codigestion
10.1007/s10163-011-0009-x,3r;recycling;waste management;international comparison;policy developments
10.1016/j.jclepro.2011.01.003,industrial symbiosis;institutional capacity;industrial networks;concept diffusion
10.1016/j.jclepro.2019.01.239,lean and green;enablers;barriers;small and mediumsized enterprises;institutional theory
10.1016/j.wasman.2018.07.032,food loss;food waste;estimation;sustainable development goal 12;circular economy;waste framework directive
10.1080/14616688.2020.1762117,covid19;circular economy;economic recovery;climate change;pandemic;flattening the curve;transformation;geopolitics
10.1016/j.jenvman.2020.110143,population;urbanization;pollution heavens;stirpat;ekc;fmols
10.1080/10643389.2018.1471957,agriculture;waste;ecodesign;biogas;biobased materials;circular economy
10.1111/jiec.12809,circular economy;environmental pressures;industrial ecology;recycling;secondary materials;waste management
10.1016/j.jclepro.2017.07.100,metrics;circular economy;material flow analysis;resource recovery;sustainability assessment;solid waste management;sustainability indicators;multidimensional value
10.1016/j.jclepro.2019.01.210,socioeconomic;textile;recycling;reuse;production;processes;circular economy
10.21894/jopr.2018.0030,palm oil;oil palm biomass;economic performance;productivity;bioenergy;food and nutrition;oleochemicals
10.1016/j.rser.2018.02.042,anaerobic digestion ad;scrap iron;oxidationreduction potential orp;enzyme activity;life cycle assessment lca
10.3390/ma11010141,mswi bottom ash;beneficiation;supplementary cementitious materials scms;ceramics;clinker production;alternate fuel and raw materials afr
10.1016/j.erss.2017.05.006,circular economy;expectations;narratives;transition
10.1016/j.jclepro.2020.121134,circular economy;construction;built environment;systematic literature review
10.1016/j.jclepro.2019.01.091,industrial symbiosis;ecoindustrial clusters;circular economy;industrial ecology;sustainable business model;strategic design
10.1016/j.procir.2018.12.015,circular economy;built environment;building materials;sustainable construction;materials reuse
10.1016/j.jenvman.2018.07.066,exhausted biosorbents;metal ions;biosorption;valorisation possibilities;aqueous effluents
10.1016/j.wasman.2017.10.042,spent coffee grounds;biofuels;biorefinery;waste valorization;circular economy
10.1016/j.tifs.2018.07.008,
10.1016/j.scitotenv.2020.139840,bioeconomy;compost;humic substance;organic agriculture;residual biomass;sustainability
10.1016/j.biortech.2020.122863,microbial electrosynthesis;co2 reduction;electrode materials;oxygen evolution reaction;circular bioeconomy
10.1007/s11356-020-07765-w,ewaste management ewm;endoflife eol;circular economy ce;developing countries;mcdm
10.1016/j.jclepro.2019.06.349,circular economy;product design;production planning;logistics;sustainable supply chains;sustainable operations
10.3390/molecules24061056,byproducts;food additives;antimicrobial;antioxidant;colorants;texturizing agents;foaming capacity and emulsifiers
10.1007/s10098-016-1323-8,circular economy;ecoinnovation;regional policy;sustainability indicator;waste reduction
10.1016/j.jclepro.2019.119113,industrial symbiosis;case study;industrial and urban symbiosis;circular economy;sustainability
10.3390/molecules24010048,green chemistry;metal protection;corrosion inhibitors;natural products;biomass waste
10.1016/j.cogsc.2018.04.013,
10.1126/sciadv.aat9669,
10.1111/jiec.12599,
10.1016/j.biortech.2016.04.054,circular economy;enzymatic treatment;lignocellulose;microbial treatment;waste biorefinery
10.1016/j.ecolecon.2019.05.001,circular economy;bioeconomy;sustainable growth;decoupling;socialecological ystem;metabolic pattern;linearization;fundflow model
10.1177/0008125618811926,business models;case study;circular economy;manufacturing;sustainability;servitization
10.1002/bse.2216,circular business model;circular economy;ecosystem;upcycling;sustainable development;stakeholder engagement
10.1016/j.resconrec.2017.02.009,mining;manufacturing;agriculture;energy;services
10.1016/j.resconrec.2010.09.015,automotive components;remanufacturing industry;development pattern;circular economy;government incenting pattern;technology driving pattern;market leading pattern
10.1002/bse.2492,circular economy;environmental and social practices;small and mediumsized enterprises;structural equation modelling;sustainability performance
10.1016/j.jclepro.2018.08.072,business model;circular economy;3r principles;value proposition;value capture;value creation
10.1108/ijpdlm-01-2017-0049,green supply chain management;literature review;theoretical analysis;circular economy;critical analysis
10.1016/j.cogsc.2019.10.002,
10.3390/molecules25020320,antioxidant activity;circular economy;fruit byproducts;value add molecules;industrial application;biorefinery concept;integral valorisation
10.1016/j.forpol.2018.12.004,bioeconomy;circular economy;business model;sustainability;forest sector
10.1016/j.wasman.2017.11.040,resource management;waste management;recycling rate;recycling target;mfa
10.1016/j.jenvman.2013.11.053,waste;materials management;technological innovation;reuse potential;wastes as resources;circular economy
10.1002/csr.274,corporate social responsibility;environmental disclosure;content analysis;circular economy;energy saving and carbon reduction
10.1016/j.jclepro.2017.09.002,circular economy;waste management;resource recovery;complex value;sustainability assessment;systems of provision
10.1007/s11356-016-6810-2,carbon capture and utilization;supply and demand scenarios;commodity co2;costs of co2 capture;circular economy
10.1098/rsta.2014.0177,co2 utilization;sustainable chemical production;resource and energy efficiency;chemical industry future
10.3390/ma13030673,pectin;food packaging;active compounds;agrowaste residues;circular economy
10.1016/j.jece.2020.104418,minimal liquid discharge;zero liquid discharge;brine treatment;highsalinity wastewater treatment;resource recovery;industrial wastewater treatment
10.1016/j.jwpe.2018.10.024,membrane bioreactor;wastewater treatment;micropollutant removal;hybrid mbr systems
10.1016/j.resconrec.2017.06.022,ease of disassembly;enhanced reuse and repair;remanufacturing;circular economy;resource conservation;ewaste
10.1016/j.watres.2013.07.033,syngas fermentation;insitu hydrogen utilization;fatty acids;mixed culture;hollowfiber membrane biofilm reactor
10.1016/j.envint.2020.106041,persistent organic pollutants;brominated flame retardants;concentration limits;legislation;circular economy;flame retardancy standards
10.1016/j.jclepro.2014.03.041,resource productivity;copper;industrial symbiosis;substance flow analysis
10.1108/ijlm-03-2020-0119,supply chain management design;circular economy;supply chain relationship management;big data
10.1016/j.scitotenv.2020.138264,construction and demolition waste;waste management;circular economy;emerging economies;shenzhen;china
10.1016/j.rser.2019.05.017,anaerobic digestion;organic manure;pretreatment;codigestion;organic loading rate;bioaugmentation
10.1038/s41560-020-0645-2,
10.1016/j.jclepro.2019.119870,circular economy;food neophobia;food technology neophobia;sustainable consumption;food byproduct;food waste
10.1016/j.rser.2018.08.041,wind turbine blades;composite material;recycling;circular economy;responsibility;partnership
10.1016/j.jclepro.2018.05.281,circular economy;industrial ecology;urban;sustainability
10.1016/j.resconrec.2018.01.004,global copper demand;circular economy;copper recycling;copper applications
10.1098/rsta.2016.0367,sharing economy;circular economy;access economy;peertopeer markets;sustainable consumption;collaborative consumption
10.1007/s10163-007-0183-z,circular economy;china;development process and models;theoretical basis;policy trend
10.1016/j.scitotenv.2020.138177,big data analytics;digital;sustainable supply chain management;industry 40;circular economy
10.1108/scm-10-2018-0345,china;sustainability;sustainable supply chain;circular supply chain;food industry;circular economy;barrier;fuzzy dematel
10.1016/j.biortech.2017.09.106,biorefinery;circular economy;high value products;life cycle assessment;spent coffee grounds;waste valorization
10.1007/s11356-020-10657-8,3d printing;filament;recycling;polymer;plastic;waste management;extruder
10.1002/bse.2336,circular economy;ecodesign;ecoinnovation;entrepreneurship;finance;growth;smes
10.1108/md-09-2018-1070,manufacturing;benefits;uk;barriers;opportunities;circular economy
10.1016/j.marpol.2017.10.041,circular economy;economic development;governance;plastics production;waste management
10.3390/su10082799,circular economy;review;definition;sustainability;business models;value creation;future research
10.1016/j.jclepro.2018.03.196,circular economy;circular business models;environmental entrepreneurs;waste repurposing;product reuse;sustainability
10.1177/0008125618764692,circular economy;strategic management;innovation;product life cycle;brand management;competitive strategy;consumers;decision making
10.1016/j.jclepro.2014.10.058,industrial symbiosis;ecoindustrial park;policy;driving force;industrial ecology
10.1016/j.jclepro.2020.120375,circular economy;sustainability;circular supply chains;sustainable supply chain management
10.1016/j.scitotenv.2019.07.322,climate change;costs;environmental impacts;food;sustainability assessment;waste treatment
10.1016/j.wasman.2019.07.005,circular economy;plastic recycling;material quality;mechanical properties;recyclability;melt flow index mfi
10.3390/su11061762,straw;agriculture residues;biomass;bioenergy;bioeconomy;circular economy;china
10.1016/j.jclepro.2018.11.290,circular economy;business model;sustainable consumption;sufficiency;expert interview;clothing industry
10.3390/su12072809,fashion industry;trends;circular economy;sustainability;young generations
10.3390/su11113211,agricultural residues;anaerobic digestate;nutrient recycle;agroecosystems;corn fertilization
10.1016/j.molcata.2016.01.013,lignocellulose;chemocatalysis;biocatalysis;green chemistry;sustainability
10.1016/j.energy.2009.04.021,energy conservation;circular economy;process industry;cleaner production;ecological industrial park
10.1016/j.jclepro.2019.04.106,human capital development;sustainability;circular economy;sustainable city;smart city;zeroemission;zero waste
10.1016/j.chemosphere.2018.01.043,heavy metal;ewaste;health risk;geoaccumulation index gi;nemerow pollution indexnpi;incremental lifetime cancer risk ilcr
10.1007/s10163-016-0516-x,circular economy;systematic review;cd waste minimization;theoretical framework;malaysia
10.1016/j.resconrec.2020.104986,industry 35industry 40;total resource management;sustainable development;circular supply chain;barriers;fuzzy anp
10.1016/j.jenvman.2019.02.001,anaerobic digestion;biogas;food waste;life cycle assessment;waste management;circular economy
10.1007/s13593-018-0491-9,composting;vermicomposting;additives;waste management;organic amendment;potting media
10.3389/fenvs.2017.00021,food loss and waste;flw;circular economy;life cycle assessment;sustainable waste management practices;sustainability;socioeconomic impacts
10.1016/j.jclepro.2013.06.048,ironsteel industry;industrial symbiosis;urban symbiosis;circular economy;china
10.1016/j.eist.2019.11.011,mission oriented innovation policy;transformation failure;directionality
10.1002/bse.2447,circular economy;corporate sustainability;dynamic capabilities;reconfiguring;seizing;sensing
10.1016/j.resconrec.2019.104512,blockchain;life cycle assessment;supply chain sustainability;environmental sustainability;operational excellence
10.1016/j.jclepro.2017.09.249,circular business models;circular economy;decoupling;sustainable business models;institutional theory;productservicesystems
10.1016/j.jclepro.2008.06.003,circular economy;public awareness;conservation behavior;tianjin
10.1016/j.rser.2020.110037,anaerobic digestion;biochar;bioenergy;biomass;circular economy;waste
10.3390/su12124831,circular economy;sustainability;innovation;environmental dimension;economic growth;panel data
10.1016/j.jbusres.2019.10.030,green selfidentity;selfcongruity;perceived value;purchase intention;circular economy;bioplastic products
10.1016/j.wasman.2019.06.014,waste hierarchy principle;circular economy;preparing for reuse;recycling;source separation;wastetoenergy
10.1016/j.jclepro.2019.118374,food supply chain;sustainability;operations management;mango food supply chain;circular economy;life cycle assessment;redesign;resource recovery
10.1038/s41928-019-0225-2,
10.1016/j.resconrec.2010.05.010,circular economy;awareness;government official;regional development;china
10.1080/10408398.2020.1867959,agrofood;analysis;circular economy;databases;intakes;sustainability
10.1126/science.aba4979,
10.1016/j.jhazmat.2019.120887,plastics;plastic waste;closing the loop;circular economy;limitations and barriers
10.1126/science.aat6821,
10.1016/j.procir.2017.03.012,pss;sustaintable business model;circular economy;productservice systems
10.1016/j.apenergy.2016.02.084,anaerobic digestion;digestate;pyrolysis;biochar;soil quality;carbon sequestration
10.1016/j.scitotenv.2010.07.081,industrial park;emergy analysis and synthesis;ecoefficiency;sustainable development
10.1016/j.jclepro.2020.120988,bibliometric analysis;content analysis;green supply chain management grscm;environmental management practices;sustainable manufacturing sm;sustainability
10.1016/j.jclepro.2019.118271,circular strategies framework;closed loop;resource productivity;manufacturing companies;innovation
10.1016/j.jclepro.2019.02.085,internet of things;smart products;circular economy;circular strategies;productservice system;service business models
10.1016/j.resourpol.2016.12.005,lithium;china;material flow analysis;lithiumion battery;electric vehicle
10.1016/j.resconrec.2020.104784,circular supply chain;systematic literature review;sustainability;reverse flow
10.3390/su11246981,green infrastructure;constructed wetlands;circular economy;sustainability;naturebased solutions;ecosystem services;water management;wastewater treatment;urban areas;urban runoff
10.1016/j.jclepro.2019.07.057,packaging;sustainability;supply chain management;circular economy;literature review;organizational theories
10.1016/j.jclepro.2019.04.171,circular economy;mining;tailings;valorization;waste
10.1108/md-09-2018-0990,sustainable development;stakeholders;operations management;industrial revolution;product life cycle;resource management
10.1016/j.egypro.2018.10.050,fossil fuels;energy consumption;sustainable energy;low carbon energy systems
10.1016/j.addma.2020.101070,additive manufacturing;3dprinting;business models;literature review
10.1016/j.resconrec.2016.06.007,ecological civilization;emergy;urban industrial symbiosis;regional ecoindustrial development;china
10.1016/j.jclepro.2009.11.018,ecoindustrial park eip;industrial symbiosis;china;industrial ecology
10.1016/j.scitotenv.2020.137088,waste strategy;strategy development;prevention strategy;zero waste approach;circular economy;european green deal;swot analysis;pfstel analysis;lca
10.1016/j.jclepro.2019.119137,indicators;metrics;circular business model;sustainability;circular economy
10.1080/00958964.2019.1710444,education for sustainable development;education for sustainable development goals;environmental education;sustainable development goals
10.1108/jmtm-02-2018-0061,sustainable production;green operations;supply chain management;small;and mediumsized enterprises;circular economy;business model;value creation;value capture
10.3390/su11030567,sharing economy;sustainability;literature review;interdisciplinarity
10.1016/j.conbuildmat.2020.118577,asphalt rubber;crumrubber;mechanical performance;lifecycle analysis;circular economy technique
10.1016/j.scitotenv.2020.137065,circular economy;bioeconomy;business models;agowaste valorisation;networks
10.1108/jeim-02-2019-0047,circular economy;manufacturing industry;barriers of circular economy
10.1007/s10163-019-00960-z,circular economy ce;zero waste;waste management;wastewater;european union eu
10.1016/j.resconrec.2019.01.004,waste trade;foreign waste ban;china;circular economy
10.1016/j.buildenv.2016.11.043,urban and building environmental models;material stock;bottomup;melbourne;energy;greenhouse gas emissions
10.1111/j.1530-9290.2011.00329.x,china;circular economy;environmental supply chain cooperation escc;industrial ecology;supply chain management;survey research
10.1016/j.jclepro.2019.03.115,circular economy;circular business model;sustainable business model;business model innovation;sustainability transitions
10.3390/min9050286,sustainable development;tailings management;industrial ecology;sustainable resource management;mining waste;circular economy
10.3390/su11082210,circular economy;business models;literature review;practice review;business model innovation;innovation tools;circular business model tools;product service systems;pss;circular business model experimentation
10.3390/su10010237,olive oil byproducts;bioeconomy;milk fat;extracted olive pomace;olive leaves;animal feed;functional foods;biomass;circular economy
10.1016/j.jclepro.2016.11.009,experimentation;triple bottom line value creation;urgency;circular economy;sustainable business model;business model innovation
10.1016/j.resconrec.2020.104819,supply chain sustainability;innovation management;barriers;overcoming strategies;bestworst method
10.1016/j.wasman.2019.08.031,procurement innovation;public private partnership;relational contract;construction and demolition cd waste;circular economy;china
10.1002/csr.1761,circular economy;competitive advantage;dynamic capabilities;environmental management;smes
10.1016/j.resconrec.2017.09.023,circular economy;distributed recycling;distributed manufacturing;energy conservation;polymer recycling;sustainable development
10.1016/j.jclepro.2019.119207,concrete;recycled fiber;fiber reinforced concrete;sustainability;circular economy
10.1016/j.jclepro.2018.05.084,construction and demolition wastes;cleaner production;circular economy;sustainable construction
10.1016/j.wasman.2017.10.034,postconsumer waste;plastic packaging;sorting;mechanical recycling;circular economy;compositional analysis
10.1098/rsta.2011.0567,sustainable taxation;circular economy;regional job creation;caring;reuse;servicelife extension
10.1108/imds-09-2020-0560,blockchain;circular economy;supply chain;covid19;resourcebased view;resilience
10.1016/j.rser.2020.109958,bioenergy;sustainable development;agricultural waste;agrifood;bioeconomy;sdg
10.1016/j.jmrt.2020.04.062,additive manufacturing;3d printing;circular economy;sustainability;recycling;life cycle assessment
10.1016/j.scitotenv.2020.137870,carbon emissions;prefabrication;materialization stage;bim;life cycle assessment
10.3390/su12197912,circular economy;social aspects;systematic review;sustainable development
10.1016/j.jclepro.2020.120215,landfill leachate;organic pollution control;anaerobic membrane bioreactor anmbr;membrane fouling;bioenergy
10.1016/j.compind.2019.06.006,industry 40;sustainability;circular economy;biorefinery;agriculture supply chain;lifecycle assessment
10.1016/j.biortech.2018.03.016,food waste;biorefinery;profitability;technoeconomic assessment;bioeconomy;circular economy
10.1016/j.jenvman.2017.11.086,treatment wetlands;constructed wetlands;resource oriented sanitation;circular economy
10.1111/jiec.12607,circular economy;ecoefficiency;industrial ecology;lithiumion battery;waste management hierarchy;waste policy
10.1016/j.jclepro.2017.02.006,steel reuse;embodied carbon;barriers;circular economy;construction;sustainability
10.1016/j.jclepro.2020.120659,electric vehicles;circular economy;lithiumion batteries;lowcarbon economy;business models;sustainable futures
10.1016/j.wasman.2020.01.003,plastic recycling;additives;extraction;polymers;circular economy;solvent
10.1016/j.jclepro.2018.06.112,circular economy;circular business models;business model innovation;product longevity;lifecycle management;value creation;resource efficiency
10.1177/0008125618764691,circular economy;business models;sustainability;competitive strategy
10.3184/003685017x14876775256165,
10.1016/j.ejor.2015.10.049,data envelopment analysis;twostage processes;undesirable output;shared resources;noncooperative
10.1016/j.wasman.2020.09.010,food loss reduction;edible insects;alternative proteins;circular bioeconomy;food processing;glocalization
10.3390/ma13132970,circular economy;construction;demolition;waste;recycling
10.3390/ijerph17113842,bioplastic;microalgae;bioeconomy;biodegradable plastic;circular economy;biobased plastic
10.1016/j.resconrec.2018.10.036,circular business models;sustainable buildings;life cycle analysis;reuse of cdw;policy for circular economy
10.1016/j.biortech.2018.07.100,anaerobic digestion;algae;nutrient recycling;livestock feed;circular economy
10.1016/j.jclepro.2013.12.050,industrial symbiosis;policy intervention;policy translation;circular economy;ecoindustrial park;china
10.1016/j.resconrec.2020.104686,circular economy;human development;sdgs
10.1016/j.jclepro.2019.119737,circular economy;leather industry;waste management;best worst method;waste minimization
10.1016/j.scitotenv.2019.06.449,resource efficiency;waste management;whole system design;resource recovery technology;circular business models;governance
10.1108/jfmm-04-2018-0058,fashion industry;circular economy;textile;clothing supply chains;circular fashion;circular supply chain;textile recycling
10.1016/j.jclepro.2018.11.229,solar panel;photovoltaic;battery energy storage system;endoflife management;recycling;circular economy
10.1016/j.ecolecon.2018.03.009,resource efficiency;business models;ecoinnovation;sustainability;circular economy;cleaner production
10.1016/j.resconrec.2018.10.002,multi criteria decision analysis;life cycle assessment;circular economy;topsis;packaging;circularity indicators
10.1515/aut-2018-0023,circular economy;recycling;closing the loop;textile and clothing industry
10.1016/j.egypro.2017.07.269,circular economy;anaerobic digestion;waste valorisation;nutrient recovery
10.1021/acs.est.9b03413,
10.1016/j.spc.2019.04.007,biopolymer;biobased;bioproduct;sustainable;renewable
10.1016/j.jclepro.2020.121115,closing resource loops;construction;greenhouse gases;narrowing resource loops;resource efficiency;slowing resource loops
10.1016/j.jclepro.2019.119600,sustainability performances;developing economies;environmental;social;and governance esg scores;grey theory;incidence analysis
10.3390/geosciences9100431,final disposal of waste;landfill;sustainability;environment impact
10.1016/j.watres.2017.04.015,free ammonia;secondary sludge;anaerobic digestion;energy;methane;degradability
10.1016/j.respol.2017.01.015,appropriability;complementarity;generalpurpose technology;licensing;platform;standards;technology policy
10.1287/mnsc.49.11.1580.20580,consumer surplus;product variety;electronic commerce;welfare;internet
10.1109/tsmc.2019.2895123,blockchain;parallel blockchain;sixlayer architecture;smart contracts
10.1016/j.infoecopol.2012.12.002,information and communication technologies;productivity;growth accounting;general purpose technology
10.1016/j.procs.2016.09.074,internet of things;blockchain;distributed applications;smart contracts;peertopeer;radio frequency identification
10.1287/mnsc.49.10.1387.17309,supply chain management;electronic business;collaboration;information sharing;decision support;supplier relations;procurement;distribution;customization;literature survey
10.1016/s0963-8687(02)00017-3,institutional trust;interorganizational trust;buyerseller relationships;b2b ecommerce;structural assurances;online b2b marketplaces
10.1080/1097198x.2018.1542262,online education;distance education;flippedblended education;correspondence courses;synchronousasynchronous learning;learning management systems;moocs
10.1016/j.technovation.2017.12.004,business model;portfolio model;holistic framework;creative industry;digital technology;digital economy;transformation;innovation
10.1016/j.emj.2017.06.005,business models;marketplaces;platforms;mixed methods approach;digital economy
10.1007/s11053-019-09568-4,digital technologies;training centers;minerals sector;digital transformation;sustainable development;digital platform
10.1016/j.jbusres.2015.10.017,big data analytics;traditional marketing analytics;knowledge fusion;complexity;npd;nps
10.1016/j.cub.2015.05.052,
10.1287/isre.11.2.105.11780,organizational design;it management;it capabilities
10.1108/bpmj-05-2015-0074,open innovation;internet of things;smart city;ibm
10.1080/10580530.2020.1814461,covid19;digital transformation;digitalization;digital economy;innovation
10.1108/00251741111183852,banking;virtual banking;corporate strategy;taiwan
10.1016/j.bar.2019.04.002,accounting profession;cloud;big data;blockchain;artificial intelligence
10.1108/jeas-05-2020-0074,nigeria;covid19;coronavirus;sarscov2;outbreak;pandemic;financial crisis;global recession;public health;spillovers;monetary policy;fiscal policy;liquidity provision;central banks;economy;g21;g28;i11;i18
10.1080/07421222.2014.995520,collaborative consumption;digital economy;incentive contracting;intermediation;moral hazard;optimal insurance;sharing economy;trust
10.1109/access.2020.3009876,cloud computing;encryption;data privacy;secure storage;memory;cloud storage;data security;cryptography;access control;privacy protection
10.1057/s41267-019-00243-7,internalization theory;digitalization;firmspecific assets;governance choices;digital smncs;network advantage;human capital fsa;core and peripheral technologies;generic and advanced skills
10.1002/gsj.1364,advanced manufacturing;digital economy;modularity;platform innovation;platform layering
10.1177/0894439317698637,artificial intelligence;robotics;technology;unemployment;sociology of emotions;fear;mental health;technophobia;culture
10.1088/1748-9326/ab8a84,systematic review;teleworking;telecommuting;digital economy;energy;climate change
10.1080/02683960210132061,
10.1016/j.procs.2018.01.019,blockchain;bitcoin;digital currency;digital economy;digital society;smart city;smart contract;digital identity;doublespending attack;51 attack;sybil attack
10.1016/j.econmod.2019.09.026,mobile payment;entrepreneurship;risk attitude;social network;lending
10.1016/j.elerap.2020.101004,asian digital economy;covid19 pandemic;digitalization;digital trade;digital transformation;economic growth;emerging technologies;firmlevel technological sophistication;global value chains;industrial infrastructure;information and communication technologies icts;information technology it;informatization;it innovation;smiling curve;technological change;technology impacts;transaction costs;value chain participation
10.1007/s11206-005-9057-0,keywords;cultural change;frame analysis;business model;digital economy
10.1016/j.technovation.2005.05.005,customer knowledge management;data mining;innovative product development;mobile commerce;webbased market survey
10.1016/j.ijinfomgt.2020.102120,blockchain;blockchain innovation adoption framework;cryptocurrency;challenges;opportunities;applications;business value;adoption;innovation;information systems;information management;user acceptance;organizational acceptance;decision making;adoption barriers;innovation characteristics;organizational characteristics;environmental characteristics
10.1177/0092070303261464,pricing;digital economy;ecommerce;information economics;internet marketing
10.1057/s41267-018-0176-2,digital;network effect;platform;outsidership;internationalization;foreign market entry
10.1007/s10734-008-9115-7,creativity;pedagogy;higher education;graduate attributes;learning
10.1146/annurev-psych-010416-044242,reverse correlation;social communication;facial expressions;culture;social psychophysics
10.1111/deci.12173,coordination mechanism;ebook industry;pricing;and supply chain contracts
10.1177/2056305115604853,social media;emoji;affective labor
10.1108/jsm-01-2019-0034,big data;strategy;customer value;customer service;service encounters;business model;digital;service;customer experience;digital economy;digital transformation strategy;datadriven business models;machine learning;ai;digital technologies
10.1016/j.ijinfomgt.2003.10.002,knowledge management;ebusiness;customer relationship management;south africa
10.1016/j.techsoc.2020.101420,ict;economic growth;gdp;european union;pls;desi;oecd
10.17512/pjms.2019.19.2.02,digitalization;innovations;russian federation;digital economy
10.1080/09537287.2016.1147096,smart city;big data;operations model;online to offline o2o;digital economy;transformation
10.1016/j.chieco.2020.101482,digital economy;digitization;platforms;search;innovation;data protection;privacy
10.1111/j.1365-2575.2012.00420.x,information security;security service adoption;email authentication service;internal and external coping strategies;protection motivation theory;technology acceptance
10.1080/16258312.2020.1757369,industry 40;institutional pressure;dynamic capability view;digital supply chain
10.1002/sej.1298,corporate entrepreneurship;entrepreneurial strategy;entrepreneurship;innovation;opportunity
10.2308/aud.2002.21.1.147,
10.1057/s41267-017-0108-6,international new ventures invs;institutional distance;learning advantages of newness;diseconomies of time compression;emerging markets;instrumental variable models
10.1111/cccr.12157,digital labor;mobile technology;infrastructure;precarity;sharing economy
10.1177/1527476419851077,esports;twitch;tv;live streaming;video games;digital labor;digital economy
10.1016/j.intcom.2010.09.001,older adults;design;inclusion;technology acceptance;digital economy;information seeking
10.1007/s00267-001-0027-x,digital economy;ecommerce;environmental impacts;environmental policies
10.1016/j.jrurstud.2018.09.011,home based businesses;digital divides;remote rural;digital inequalities
10.1108/10662240110402803,internet;economy;innovation;strategy
10.1109/tcss.2019.2919325,blockchain;business process management bpm;cyber physical system;smart contract;industry 40;internet of things iot;service composition;specification language;serviceoriented architecture soa;service selection;service workflow
10.1108/ijopm-04-2020-0202,strategy;execution;digital transformation;digital technology;operational model
10.1057/palgrave.jit.2000034,ecommerce;ebusiness;metaanalysis;research survey
10.3390/su10020440,digital revolution;sustainability challenges;governance strategies
10.1057/s42214-019-00028-7,global commodity chains;global value chains;international development organizations;policy entrepreneurs;idea entrepreneurs
10.7441/joc.2017.02.01,digital economy;multiplecriteria decision analysis mcda;topsis;generalized distance measure gdm;regions;nuts 1
10.1080/14783360600588158,kanos method;customer relationship management;customer knowledge management;webbased survey;market segmentation
10.1191/0309132503ph421oa,digital economy;ecommerce;telecommunications infrastructure;small and mediumsized enterprise;rural periphery
10.1007/s11747-020-00753-z,robo advisors;chatbots;consumer financial decision making;investment automation;machine intelligence;trust
10.1002/sej.1279,business models;demandside view;freemium;value creation;value capture;video games
10.1017/s0305741018001819,gender;feminist political economy;taobao villages;digital economy;courtyard economy;china
10.1080/01436597.2015.1136208,conflict and security;ict and digital economy;participation and power;humanitarianism;data
10.1016/j.indmarman.2019.12.009,technological innovation;corporate financial performance;b2b;ethical leadership;system gmm
10.1016/j.techfore.2018.07.053,digital economy;productivity decline;peoples preference shift;uncaptured gdp;mismatch
10.2478/izajolp-2019-0004,artificial intelligence;technological unemployment;inequality;productivity growth
10.5018/economics-ejournal.ja.2018-23,digital literacy;digital skills;digital divide;digitalization;information literacy;computer literacy;media literacy;communication literacy;technology literacy;agile policy making;representative sampling
10.1186/s40345-017-0073-9,mental illness;digital healthcare;ethics;digital economy;privacy
10.1016/j.envint.2007.03.015,environment;impact;ebusiness;ict;technology;information
10.1016/j.techsoc.2018.07.009,industry 40;digital economy;complexity;governance
10.1177/0002764211429367,alienation;capitalism;exploitation;prosumption;social medias
10.1080/09585192.2020.1737834,digital technology;remote working;flexibility;global value chains;labour process theory;geography
10.1108/intr-02-2014-0055,technology acceptance model;digital economy;egovernment development;multidimensional approach;technology enactment theory
10.1108/09564230510625778,relationship marketing;online operations;services
10.3390/jrfm13070142,european union;digital economy;digitalization;risk;poverty;social exclusion
10.1177/0022242919868470,big data;digital economy;emerging market;sharing economy
10.1080/1369118x.2018.1476575,live streaming;twitch;tv;young people;digital divide;gaming;social media
10.1016/j.clsr.2011.07.013,electronic health record;crossborder healthcare;privacy;access;data protection
10.1108/10662240110410183,data collection;electronic commerce;customer care;sensitivity analysis;customer loyalty
10.1177/1024529420905187,crowdwork;digital economy;developing countries;digital platforms;algorithmic management;employment;working conditions;informal labour
10.1088/1748-9326/aaec9c,information and communication technology ict;energy efficiency;energy demand modeling;data centers
10.1287/inte.31.2.6.10628,professional;comments on computers;ebusiness computers;internet
10.1016/j.futures.2018.10.002,artificial intelligence;creativity;efficiency;imaginaries;digital taylorism
10.1016/j.respol.2019.05.012,wages;labour markets;multipliers;hightechnology;cities;inequality
10.1016/j.telpol.2018.06.003,industrial policy;digitalisation;ict;rd;innovation;investment
10.1177/0020731418801413,digital platform work;gig economy;platform capitalism;social class;precarious employment;precariousness;working class;precariat
10.1177/2053951719897092,digital economy;personal data;political economy;social theory;sociology;gift economy
